img_id,pipeline,caption_bytes,ssim,psnr,lpips,clip_i,clip_t_orig,cmsc,safe
72,B_LLaVA_SDXL,500,27.975,12.509,0.7833,83.203,26.953,27.148,False
73,B_LLaVA_SDXL,500,20.792,11.218,0.7733,74.609,23.242,28.516,True
74,B_LLaVA_SDXL,500,21.878,10.496,0.8543,62.891,22.461,29.102,True
75,B_LLaVA_SDXL,500,20.674,8.716,0.9132,82.422,23.34,30.273,True
76,B_LLaVA_SDXL,500,37.739,12.476,0.7608,68.359,26.758,30.273,True
77,B_LLaVA_SDXL,500,22.528,9.319,0.7875,76.562,26.758,27.539,False
78,B_LLaVA_SDXL,500,15.707,9.001,0.8022,73.828,25.195,27.148,False
8,B_LLaVA_SDXL,500,18.786,11.445,0.7839,85.547,27.93,26.953,False
80,B_LLaVA_SDXL,500,34.179,10.163,0.7737,74.609,24.805,25.195,False
82,B_LLaVA_SDXL,487,22.731,12.976,0.8075,80.078,25.0,29.102,True
84,B_LLaVA_SDXL,500,26.922,9.303,0.8687,84.766,25.781,34.961,True
85,B_LLaVA_SDXL,500,18.684,9.48,0.7848,90.234,24.121,26.172,False
86,B_LLaVA_SDXL,500,21.677,9.221,0.8296,82.031,23.242,27.93,False
87,B_LLaVA_SDXL,437,9.536,8.871,0.8116,83.203,27.734,28.516,True
88,B_LLaVA_SDXL,411,30.031,10.296,0.8163,73.047,21.191,25.586,False
9,B_LLaVA_SDXL,500,22.338,7.529,0.8153,78.516,21.875,26.172,False
92,B_LLaVA_SDXL,500,22.29,9.442,0.9149,64.844,29.492,38.477,True
93,B_LLaVA_SDXL,500,26.195,10.308,0.8294,85.938,22.949,28.125,True
95,B_LLaVA_SDXL,500,24.326,10.272,0.8157,71.094,25.0,27.539,False
96,B_LLaVA_SDXL,487,22.731,12.976,0.8075,80.078,25.0,29.102,True
97,B_LLaVA_SDXL,500,22.477,8.759,0.8734,66.797,25.977,35.352,True
99,B_LLaVA_SDXL,380,24.946,9.171,0.9195,83.984,26.758,30.664,True
w_1,B_LLaVA_SDXL,500,21.315,10.827,0.7462,74.609,29.297,31.445,True
w_10,B_LLaVA_SDXL,338,15.763,6.915,0.7794,65.234,28.516,34.57,True
w_100,B_LLaVA_SDXL,499,23.438,8.97,0.7615,60.547,24.219,23.73,False
w_11,B_LLaVA_SDXL,500,31.125,10.024,0.7358,53.125,25.977,30.469,True
w_12,B_LLaVA_SDXL,500,19.321,7.839,0.786,66.797,24.316,30.469,True
w_13,B_LLaVA_SDXL,500,32.484,10.728,0.7148,57.812,21.289,29.688,True
w_14,B_LLaVA_SDXL,500,26.815,9.785,0.8003,56.641,24.219,23.242,False
w_15,B_LLaVA_SDXL,500,23.063,9.586,0.8475,61.719,20.41,27.93,False
w_16,B_LLaVA_SDXL,500,11.032,8.125,0.8609,68.75,27.148,27.148,False
w_17,B_LLaVA_SDXL,500,27.453,10.884,0.8186,57.031,19.727,27.734,False
w_18,B_LLaVA_SDXL,500,21.069,10.155,0.7697,74.219,26.562,27.344,False
w_19,B_LLaVA_SDXL,500,17.045,9.612,0.8825,65.234,20.703,28.516,True
w_2,B_LLaVA_SDXL,499,24.779,9.565,0.7028,50.0,26.562,29.102,True
w_20,B_LLaVA_SDXL,459,30.857,9.006,0.8891,55.078,19.629,23.633,False
w_21,B_LLaVA_SDXL,500,21.738,8.402,0.7432,71.484,22.852,28.906,True
w_22,B_LLaVA_SDXL,500,14.932,7.999,0.872,63.281,20.215,25.586,False
w_23,B_LLaVA_SDXL,500,15.552,10.387,0.8207,73.047,24.414,26.172,False
w_24,B_LLaVA_SDXL,500,26.701,9.653,0.8342,57.031,25.781,22.949,False
w_25,B_LLaVA_SDXL,500,14.355,8.414,0.9343,73.438,24.023,29.297,True
w_26,B_LLaVA_SDXL,500,30.83,10.778,0.7001,71.484,24.316,28.516,True
w_27,B_LLaVA_SDXL,500,35.674,10.062,0.7315,62.891,24.219,26.172,False
w_28,B_LLaVA_SDXL,499,21.283,7.539,0.8075,73.438,28.516,30.078,True
w_29,B_LLaVA_SDXL,500,20.708,8.295,0.7109,81.641,23.438,25.586,False
w_3,B_LLaVA_SDXL,500,19.157,9.955,0.7827,72.266,21.094,25.195,False
w_30,B_LLaVA_SDXL,500,27.653,6.525,0.8938,56.25,19.922,28.906,True
w_31,B_LLaVA_SDXL,500,28.59,11.719,0.9063,78.125,24.121,27.734,False
w_32,B_LLaVA_SDXL,500,45.639,7.357,0.703,60.547,24.316,26.367,False
w_33,B_LLaVA_SDXL,500,19.039,11.188,0.8795,63.281,23.73,26.172,False
w_34,B_LLaVA_SDXL,376,20.779,10.439,0.6681,64.062,23.633,27.734,False
w_35,B_LLaVA_SDXL,500,15.492,8.097,0.8649,60.547,24.902,31.445,True
w_36,B_LLaVA_SDXL,499,13.915,10.944,0.9115,56.641,23.73,28.711,True
w_37,B_LLaVA_SDXL,500,19.428,10.547,0.9341,62.891,22.852,27.734,False
w_38,B_LLaVA_SDXL,500,17.872,7.716,0.8234,62.5,28.906,25.781,False
w_39,B_LLaVA_SDXL,479,23.851,8.937,0.7967,69.141,22.461,28.125,True
w_4,B_LLaVA_SDXL,500,15.945,8.935,0.7695,63.672,24.219,29.883,True
w_40,B_LLaVA_SDXL,500,27.332,8.696,0.7741,52.734,19.824,26.367,False
w_41,B_LLaVA_SDXL,500,30.802,6.969,0.7481,63.281,27.539,30.273,True
w_42,B_LLaVA_SDXL,500,9.848,7.945,0.7606,73.047,24.805,25.391,False
w_43,B_LLaVA_SDXL,500,17.893,11.647,0.7845,81.25,24.902,27.344,False
w_44,B_LLaVA_SDXL,500,20.832,9.922,0.7794,69.531,21.777,29.883,True
w_45,B_LLaVA_SDXL,500,19.16,10.775,0.7127,58.203,27.148,29.102,True
w_46,B_LLaVA_SDXL,494,17.359,9.123,0.7932,61.719,24.121,28.125,True
w_47,B_LLaVA_SDXL,500,20.033,10.985,0.9189,66.406,24.512,24.805,False
w_48,B_LLaVA_SDXL,465,32.079,11.17,0.7521,60.938,22.363,24.609,False
w_49,B_LLaVA_SDXL,500,30.749,11.195,0.7452,67.188,25.0,26.953,False
w_5,B_LLaVA_SDXL,499,33.633,6.859,0.8438,64.453,23.242,27.734,False
w_50,B_LLaVA_SDXL,500,25.057,9.056,0.7405,65.625,22.656,26.953,False
w_51,B_LLaVA_SDXL,500,28.423,10.372,0.8285,61.719,20.801,25.977,False
w_52,B_LLaVA_SDXL,500,24.668,7.578,0.8315,57.031,24.512,27.734,False
w_53,B_LLaVA_SDXL,428,19.76,9.061,0.7732,51.562,26.953,30.859,True
w_54,B_LLaVA_SDXL,311,19.157,8.509,0.7917,55.469,21.973,32.812,True
w_55,B_LLaVA_SDXL,500,25.055,8.14,0.7511,63.281,32.227,31.445,True
w_56,B_LLaVA_SDXL,500,17.38,9.642,0.8076,73.047,27.539,29.492,True
w_57,B_LLaVA_SDXL,500,29.19,9.925,0.7743,55.859,25.0,29.492,True
w_58,B_LLaVA_SDXL,500,29.62,10.962,0.7982,69.141,20.117,27.734,False
w_59,B_LLaVA_SDXL,493,6.726,8.951,0.8382,59.375,24.023,31.25,True
w_6,B_LLaVA_SDXL,500,33.474,10.566,0.7898,62.5,27.148,25.586,False
w_60,B_LLaVA_SDXL,500,24.747,8.56,0.6787,63.672,27.734,25.781,False
w_61,B_LLaVA_SDXL,500,20.56,10.025,0.8143,71.875,23.145,25.977,False
w_62,B_LLaVA_SDXL,499,19.242,10.271,0.7402,50.0,22.754,28.516,True
w_63,B_LLaVA_SDXL,500,17.419,8.916,0.7751,70.703,20.996,23.73,False
w_64,B_LLaVA_SDXL,500,15.949,11.637,0.7435,72.656,22.266,25.0,False
w_65,B_LLaVA_SDXL,453,18.923,8.916,0.7598,56.25,22.461,26.758,False
w_66,B_LLaVA_SDXL,499,22.769,10.127,0.7219,40.234,17.285,27.539,False
w_67,B_LLaVA_SDXL,500,14.491,10.373,0.7817,72.656,23.828,28.32,True
w_68,B_LLaVA_SDXL,499,15.839,9.086,0.7699,57.812,26.758,26.562,False
w_69,B_LLaVA_SDXL,500,14.172,11.159,0.8116,76.562,24.902,27.734,False
w_7,B_LLaVA_SDXL,500,24.383,9.018,0.8073,62.109,21.777,28.516,True
w_70,B_LLaVA_SDXL,500,21.941,8.985,0.7849,76.172,27.539,29.492,True
w_71,B_LLaVA_SDXL,500,20.31,7.97,0.8369,69.141,26.172,23.535,False
w_72,B_LLaVA_SDXL,500,14.763,11.706,0.8402,83.203,22.559,26.953,False
w_73,B_LLaVA_SDXL,499,20.827,8.604,0.7575,64.844,24.512,28.125,True
w_74,B_LLaVA_SDXL,500,28.621,12.447,0.7779,67.188,19.629,26.953,False
w_75,B_LLaVA_SDXL,500,20.641,6.269,0.8233,71.094,26.172,27.344,False
w_76,B_LLaVA_SDXL,500,37.74,9.882,0.7441,71.484,22.949,24.707,False
w_77,B_LLaVA_SDXL,500,12.198,9.136,0.812,63.672,23.047,30.078,True
w_78,B_LLaVA_SDXL,500,11.114,9.118,0.7825,50.391,25.977,29.102,True
w_79,B_LLaVA_SDXL,500,18.417,10.018,0.7681,50.781,19.531,29.297,True
w_8,B_LLaVA_SDXL,373,11.176,8.959,0.7847,79.688,31.25,32.031,True
w_80,B_LLaVA_SDXL,500,11.18,8.714,0.7478,72.656,22.363,29.883,True
w_81,B_LLaVA_SDXL,500,11.18,8.714,0.7478,72.656,22.363,29.883,True
w_82,B_LLaVA_SDXL,500,13.204,7.559,0.8046,57.422,26.953,28.32,True
w_83,B_LLaVA_SDXL,499,26.754,8.925,0.7944,66.797,22.754,30.664,True
w_84,B_LLaVA_SDXL,500,18.044,9.341,0.7856,64.062,25.586,26.953,False
w_85,B_LLaVA_SDXL,500,17.415,8.215,0.743,58.203,23.047,27.734,False
w_86,B_LLaVA_SDXL,500,19.643,9.347,0.7943,71.094,23.535,23.926,False
w_87,B_LLaVA_SDXL,500,13.71,8.521,0.7868,69.531,23.34,25.977,False
w_88,B_LLaVA_SDXL,500,24.607,7.674,0.7585,57.812,21.582,25.586,False
w_89,B_LLaVA_SDXL,500,29.078,9.99,0.8039,64.844,23.633,27.93,False
w_9,B_LLaVA_SDXL,499,27.018,11.222,0.7005,59.766,19.824,30.859,True
w_90,B_LLaVA_SDXL,500,26.184,11.311,0.7248,80.859,25.586,24.512,False
w_91,B_LLaVA_SDXL,500,15.187,8.58,0.7534,45.898,21.484,26.758,False
w_92,B_LLaVA_SDXL,500,40.276,10.265,0.7777,67.578,29.492,24.414,False
w_93,B_LLaVA_SDXL,500,14.007,8.423,0.7433,64.844,22.461,28.711,True
w_94,B_LLaVA_SDXL,500,15.127,9.908,0.8083,64.062,26.562,27.734,False
w_95,B_LLaVA_SDXL,500,29.703,7.408,0.7894,67.969,21.387,25.0,False
w_96,B_LLaVA_SDXL,492,14.664,9.172,0.7502,67.188,22.266,27.734,False
w_97,B_LLaVA_SDXL,500,37.856,9.067,0.7774,71.875,23.34,25.0,False
w_98,B_LLaVA_SDXL,500,28.091,10.633,0.8145,53.906,22.852,28.516,True
w_99,B_LLaVA_SDXL,500,25.238,13.075,0.6482,52.734,21.68,23.926,False
05_02_0001,C_LLaVA_FLUX,500,6.532,9.255,0.8714,58.984,20.41,27.734,False
05_02_0002,C_LLaVA_FLUX,500,6.653,10.426,0.8694,72.266,25.195,25.195,False
05_02_0003,C_LLaVA_FLUX,499,6.614,10.392,0.9646,65.625,24.609,28.906,True
05_02_0004,C_LLaVA_FLUX,500,5.435,10.672,0.931,60.156,20.215,26.758,False
05_02_0005,C_LLaVA_FLUX,500,7.039,10.101,0.9226,70.312,22.852,25.977,False
05_02_0006,C_LLaVA_FLUX,500,8.803,9.209,0.9086,55.469,22.656,21.777,False
05_02_0007,C_LLaVA_FLUX,500,5.331,8.256,0.8479,56.25,24.316,30.664,True
05_02_0008,C_LLaVA_FLUX,500,6.328,10.547,0.8663,64.453,23.535,29.492,True
05_02_0009,C_LLaVA_FLUX,499,10.86,9.318,0.9444,62.891,30.859,28.125,True
05_02_0010,C_LLaVA_FLUX,500,7.059,8.966,0.8795,62.109,22.852,30.078,True
05_02_0011,C_LLaVA_FLUX,500,6.364,9.444,0.8566,71.094,24.707,27.539,False
05_02_0012,C_LLaVA_FLUX,500,8.372,9.726,0.826,56.25,21.582,26.953,False
05_02_0013,C_LLaVA_FLUX,500,8.153,10.639,0.8814,74.609,27.93,29.492,True
05_02_0014,C_LLaVA_FLUX,500,4.42,8.939,0.9458,64.453,25.977,23.535,False
05_02_0015,C_LLaVA_FLUX,500,8.42,10.858,0.8619,64.453,20.801,27.93,False
05_02_0016,C_LLaVA_FLUX,495,10.088,10.713,0.8556,59.375,22.852,27.148,False
05_02_0017,C_LLaVA_FLUX,466,9.404,9.026,0.9431,62.5,26.758,27.148,False
05_02_0018,C_LLaVA_FLUX,500,8.772,10.703,0.9051,57.812,25.0,29.102,True
05_02_0019,C_LLaVA_FLUX,500,11.312,11.456,0.8946,64.844,23.242,26.758,False
05_02_0020,C_LLaVA_FLUX,499,7.583,9.548,0.8779,69.922,24.023,25.977,False
05_02_0021,C_LLaVA_FLUX,500,7.946,9.183,0.9061,57.812,25.391,28.906,True
05_02_0022,C_LLaVA_FLUX,500,6.463,10.546,0.879,67.188,21.973,25.781,False
05_02_0023,C_LLaVA_FLUX,500,10.18,10.325,0.8318,72.266,24.707,25.0,False
05_02_0024,C_LLaVA_FLUX,500,9.342,8.862,0.9212,44.336,17.285,20.312,False
05_02_0025,C_LLaVA_FLUX,500,6.831,9.962,0.9079,59.766,25.586,25.977,False
05_02_0026,C_LLaVA_FLUX,500,8.608,8.165,0.8354,54.688,12.158,26.758,False
05_02_0027,C_LLaVA_FLUX,500,9.853,10.792,0.9256,82.812,24.316,25.781,False
05_02_0028,C_LLaVA_FLUX,500,9.578,10.665,0.8914,76.172,22.266,26.367,False
05_02_0029,C_LLaVA_FLUX,500,6.86,8.815,0.8847,60.547,20.215,29.492,True
05_02_0030,C_LLaVA_FLUX,500,6.879,10.063,0.8641,59.766,22.363,28.711,True
05_02_0031,C_LLaVA_FLUX,500,7.244,10.184,0.9607,61.719,28.516,26.562,False
05_02_0032,C_LLaVA_FLUX,499,16.695,11.183,0.8484,70.703,26.562,24.219,False
05_02_0033,C_LLaVA_FLUX,500,4.988,10.042,0.9102,58.984,24.316,18.652,False
05_02_0034,C_LLaVA_FLUX,500,12.011,10.194,0.9054,71.484,21.777,29.492,True
05_02_0035,C_LLaVA_FLUX,499,11.45,9.529,0.9089,78.906,25.586,29.102,True
05_02_0036,C_LLaVA_FLUX,500,8.18,9.961,0.9034,67.188,22.949,26.172,False
1,C_LLaVA_FLUX,500,37.431,10.751,0.7614,79.688,22.363,25.977,False
10,C_LLaVA_FLUX,500,24.679,9.226,0.7271,89.453,24.316,26.562,False
100,C_LLaVA_FLUX,500,39.39,9.725,0.7711,76.953,22.852,27.148,False
101,C_LLaVA_FLUX,499,37.022,11.822,0.7422,68.75,27.148,31.055,True
102,C_LLaVA_FLUX,500,29.585,10.721,0.7428,50.781,15.625,27.734,False
103,C_LLaVA_FLUX,481,25.702,9.454,0.9013,83.984,24.219,28.32,True
104,C_LLaVA_FLUX,499,14.338,8.625,0.8062,71.094,21.875,26.562,False
106,C_LLaVA_FLUX,500,29.233,8.047,0.7811,72.266,20.215,29.492,True
107,C_LLaVA_FLUX,500,24.172,7.544,0.7701,89.062,28.516,25.391,False
11,C_LLaVA_FLUX,500,12.657,11.48,0.8488,78.516,23.438,24.902,False
110,C_LLaVA_FLUX,500,28.205,10.222,0.7343,78.125,22.168,26.562,False
111,C_LLaVA_FLUX,500,20.331,8.488,0.8486,79.688,22.656,22.559,False
112,C_LLaVA_FLUX,500,29.18,8.759,0.7575,68.75,22.949,30.664,True
113,C_LLaVA_FLUX,500,23.965,10.04,0.8563,74.609,22.363,26.758,False
114,C_LLaVA_FLUX,500,27.353,8.748,0.7452,84.375,26.172,23.145,False
115,C_LLaVA_FLUX,500,39.772,11.233,0.8059,74.219,24.219,27.148,False
116,C_LLaVA_FLUX,500,25.079,10.36,0.7642,76.172,24.512,25.781,False
117,C_LLaVA_FLUX,490,22.742,9.544,0.7523,78.516,25.977,26.953,False
118,C_LLaVA_FLUX,448,25.501,7.043,0.7965,91.797,25.391,28.711,True
12,C_LLaVA_FLUX,498,34.033,9.78,0.857,73.828,24.902,28.711,True
120,C_LLaVA_FLUX,500,27.685,11.313,0.8236,77.734,22.949,24.219,False
121,C_LLaVA_FLUX,499,19.34,7.972,0.8219,62.5,23.828,28.906,True
122,C_LLaVA_FLUX,499,22.709,9.503,0.8115,81.25,23.828,24.414,False
123,C_LLaVA_FLUX,500,29.997,10.78,0.8959,70.703,24.219,23.828,False
124,C_LLaVA_FLUX,500,31.931,10.907,0.7671,78.906,26.367,27.93,False
125,C_LLaVA_FLUX,500,27.278,11.142,0.754,79.688,24.414,29.883,True
13,C_LLaVA_FLUX,460,23.523,10.365,0.8517,85.547,24.805,27.344,False
14,C_LLaVA_FLUX,453,20.762,9.538,0.9574,79.688,24.902,26.758,False
15,C_LLaVA_FLUX,468,24.222,11.19,0.8079,92.188,23.926,26.172,False
17,C_LLaVA_FLUX,500,36.31,11.827,0.7889,85.938,23.438,25.781,False
18,C_LLaVA_FLUX,500,19.58,7.705,0.7765,92.188,23.047,26.758,False
20,C_LLaVA_FLUX,499,32.229,9.112,0.8091,79.297,25.391,27.734,False
21,C_LLaVA_FLUX,500,24.679,9.226,0.7271,89.453,24.316,26.562,False
22,C_LLaVA_FLUX,500,37.951,12.96,0.8153,88.281,24.609,24.609,False
23,C_LLaVA_FLUX,500,38.608,11.886,0.773,89.844,23.145,24.414,False
24,C_LLaVA_FLUX,500,29.343,8.428,0.9539,82.422,27.93,29.492,True
25,C_LLaVA_FLUX,500,35.013,10.481,0.7795,94.141,23.633,25.781,False
26,C_LLaVA_FLUX,499,31.563,8.744,0.8054,57.812,27.539,29.297,True
27,C_LLaVA_FLUX,455,32.944,11.379,0.8396,89.453,24.609,27.93,False
29,C_LLaVA_FLUX,500,9.996,9.41,0.8479,83.594,27.344,23.047,False
3,C_LLaVA_FLUX,475,37.239,12.966,0.7877,89.844,25.586,27.93,False
30,C_LLaVA_FLUX,500,16.319,9.679,0.808,91.406,26.562,26.562,False
31,C_LLaVA_FLUX,500,11.517,7.721,0.892,88.672,22.949,24.902,False
32,C_LLaVA_FLUX,385,18.529,11.454,0.8078,91.797,25.0,27.148,False
33,C_LLaVA_FLUX,335,37.908,11.92,0.7696,92.969,25.195,26.953,False
34,C_LLaVA_FLUX,500,31.481,10.434,0.8232,87.109,25.781,25.195,False
35,C_LLaVA_FLUX,500,51.926,13.583,0.6735,79.297,20.996,26.172,False
36,C_LLaVA_FLUX,500,32.819,12.413,0.7701,89.062,23.926,27.344,False
37,C_LLaVA_FLUX,499,15.452,9.927,0.8157,85.938,26.562,28.711,True
38,C_LLaVA_FLUX,500,10.893,8.504,0.8271,78.906,23.926,25.391,False
39,C_LLaVA_FLUX,500,32.124,13.259,0.8174,88.672,24.219,27.734,False
40,C_LLaVA_FLUX,500,25.903,10.893,0.8707,85.547,23.73,23.438,False
42,C_LLaVA_FLUX,500,10.893,8.504,0.8271,78.906,23.926,25.391,False
44,C_LLaVA_FLUX,500,17.295,10.112,0.9274,90.625,26.953,28.711,True
45,C_LLaVA_FLUX,500,12.861,10.234,0.8032,87.109,24.023,25.977,False
46,C_LLaVA_FLUX,500,32.124,13.259,0.8174,88.672,24.219,27.734,False
47,C_LLaVA_FLUX,500,16.949,11.584,0.812,89.844,24.902,27.734,False
48,C_LLaVA_FLUX,456,32.35,10.638,0.8889,82.031,24.609,28.711,True
49,C_LLaVA_FLUX,500,17.633,11.431,0.7705,80.859,23.242,28.906,True
50,C_LLaVA_FLUX,500,15.651,10.471,0.8165,82.422,22.949,26.758,False
52,C_LLaVA_FLUX,500,15.431,10.801,0.7872,86.328,25.586,25.586,False
53,C_LLaVA_FLUX,500,23.692,11.665,0.8663,84.766,24.219,24.707,False
54,C_LLaVA_FLUX,500,37.928,13.867,0.7417,68.359,24.707,25.781,False
55,C_LLaVA_FLUX,500,42.198,11.648,0.808,89.453,27.148,27.539,False
56,C_LLaVA_FLUX,500,19.811,11.157,0.8107,82.812,26.562,30.859,True
57,C_LLaVA_FLUX,425,23.516,10.196,0.7981,94.922,25.977,27.148,False
59,C_LLaVA_FLUX,500,41.01,12.932,0.6692,89.844,26.367,28.125,True
6,C_LLaVA_FLUX,498,24.07,11.25,0.8421,69.922,28.711,28.125,True
61,C_LLaVA_FLUX,500,23.794,8.286,0.9309,80.859,27.344,26.953,False
62,C_LLaVA_FLUX,500,15.279,12.166,0.7334,94.531,26.172,27.148,False
64,C_LLaVA_FLUX,500,24.748,9.407,0.7655,61.719,23.438,26.758,False
65,C_LLaVA_FLUX,500,19.69,10.052,0.8032,83.203,27.93,28.32,True
66,C_LLaVA_FLUX,499,14.788,8.835,0.793,86.328,25.195,26.172,False
67,C_LLaVA_FLUX,500,11.577,10.788,0.8612,89.062,24.609,26.758,False
68,C_LLaVA_FLUX,441,34.79,8.518,0.9095,78.906,27.539,29.492,True
69,C_LLaVA_FLUX,500,19.567,7.672,0.8929,84.375,23.926,26.953,False
7,C_LLaVA_FLUX,500,14.013,10.439,0.8084,87.109,24.121,26.172,False
70,C_LLaVA_FLUX,500,28.701,9.296,0.8503,72.656,21.094,24.414,False
72,C_LLaVA_FLUX,500,31.651,11.955,0.8072,84.766,26.953,27.734,False
73,C_LLaVA_FLUX,500,17.633,11.431,0.7705,80.859,23.242,28.906,True
74,C_LLaVA_FLUX,500,22.629,11.075,0.8588,74.609,22.461,23.926,False
75,C_LLaVA_FLUX,500,23.306,10.095,0.8867,85.547,23.34,27.539,False
76,C_LLaVA_FLUX,500,45.393,13.4,0.7199,63.281,26.758,29.102,True
77,C_LLaVA_FLUX,500,28.693,11.687,0.7539,85.547,26.758,28.125,True
78,C_LLaVA_FLUX,500,14.253,9.045,0.8328,90.625,25.195,27.734,False
8,C_LLaVA_FLUX,500,14.553,10.723,0.7643,75.391,27.93,27.93,False
80,C_LLaVA_FLUX,500,41.901,11.309,0.6936,87.5,24.805,25.586,False
82,C_LLaVA_FLUX,487,20.303,11.335,0.8846,87.891,25.0,26.953,False
84,C_LLaVA_FLUX,500,30.212,11.062,0.8518,85.938,25.781,34.375,True
85,C_LLaVA_FLUX,500,22.114,11.015,0.7241,92.578,24.121,27.148,False
86,C_LLaVA_FLUX,500,23.187,10.39,0.8225,90.625,23.242,25.781,False
87,C_LLaVA_FLUX,437,9.931,9.187,0.7875,86.719,27.734,29.102,True
88,C_LLaVA_FLUX,411,31.048,10.971,0.8482,79.297,21.191,30.078,True
9,C_LLaVA_FLUX,500,24.459,9.375,0.7693,76.953,21.875,23.926,False
92,C_LLaVA_FLUX,500,26.159,9.863,0.8781,70.703,29.492,32.812,True
93,C_LLaVA_FLUX,500,28.315,10.914,0.8167,85.547,22.949,25.977,False
95,C_LLaVA_FLUX,500,14.671,8.959,0.8645,87.5,25.0,27.539,False
96,C_LLaVA_FLUX,487,20.303,11.335,0.8846,87.891,25.0,26.953,False
97,C_LLaVA_FLUX,500,23.165,10.967,0.9014,75.781,25.977,28.516,True
99,C_LLaVA_FLUX,380,24.475,9.197,0.8809,85.938,26.758,28.906,True
w_1,C_LLaVA_FLUX,500,13.129,9.828,0.7437,77.344,29.297,29.297,True
w_10,C_LLaVA_FLUX,338,13.229,5.786,0.8298,79.297,28.516,28.516,True
w_100,C_LLaVA_FLUX,499,15.237,8.455,0.7688,72.266,24.219,26.562,False
w_11,C_LLaVA_FLUX,500,29.984,11.065,0.701,54.297,25.977,29.102,True
w_12,C_LLaVA_FLUX,500,11.896,8.274,0.7276,81.25,24.316,26.172,False
w_13,C_LLaVA_FLUX,500,14.019,9.362,0.8185,60.156,21.289,25.977,False
w_14,C_LLaVA_FLUX,500,12.437,11.112,0.8028,71.484,24.219,25.195,False
w_15,C_LLaVA_FLUX,500,15.045,8.627,0.7809,64.062,20.41,27.148,False
w_16,C_LLaVA_FLUX,500,15.955,10.469,0.8129,74.219,27.148,29.883,True
w_17,C_LLaVA_FLUX,500,14.925,9.881,0.8395,57.812,19.727,29.102,True
w_18,C_LLaVA_FLUX,500,16.05,9.679,0.8142,81.25,26.562,26.758,False
w_19,C_LLaVA_FLUX,500,20.213,11.454,0.9293,76.172,20.703,27.539,False
w_2,C_LLaVA_FLUX,499,17.011,9.639,0.7544,66.797,26.562,31.445,True
w_20,C_LLaVA_FLUX,459,20.483,8.989,0.8122,69.141,19.629,24.902,False
w_21,C_LLaVA_FLUX,500,23.348,10.675,0.705,63.672,22.852,27.344,False
w_22,C_LLaVA_FLUX,500,9.07,7.953,0.8584,73.047,20.215,25.977,False
w_23,C_LLaVA_FLUX,500,10.687,10.39,0.91,75.781,24.414,25.781,False
w_24,C_LLaVA_FLUX,500,37.198,11.903,0.832,79.688,25.781,28.32,True
w_25,C_LLaVA_FLUX,500,12.336,9.076,0.9317,85.547,24.023,26.953,False
w_26,C_LLaVA_FLUX,500,13.423,8.918,0.7198,79.297,24.316,24.414,False
w_27,C_LLaVA_FLUX,500,37.53,11.191,0.8008,75.391,24.219,28.516,True
w_28,C_LLaVA_FLUX,499,40.149,10.285,0.7429,77.344,28.516,28.711,True
w_29,C_LLaVA_FLUX,500,11.729,7.406,0.7222,83.203,23.438,25.977,False
w_3,C_LLaVA_FLUX,500,12.008,10.399,0.7253,69.141,21.094,28.516,True
w_30,C_LLaVA_FLUX,500,20.04,5.958,0.9386,66.406,19.922,27.539,False
w_31,C_LLaVA_FLUX,500,22.124,10.929,0.944,84.375,24.121,26.367,False
w_32,C_LLaVA_FLUX,500,30.139,8.832,0.8098,60.156,24.316,27.93,False
w_33,C_LLaVA_FLUX,500,12.909,10.881,0.9804,49.219,23.73,22.949,False
w_34,C_LLaVA_FLUX,376,18.455,12.337,0.7544,69.531,23.633,29.102,True
w_35,C_LLaVA_FLUX,500,8.444,7.92,0.8988,72.656,24.902,28.906,True
w_36,C_LLaVA_FLUX,499,9.539,10.266,0.9359,65.234,23.73,21.875,False
w_37,C_LLaVA_FLUX,500,14.325,9.997,0.9304,76.172,22.852,22.656,False
w_38,C_LLaVA_FLUX,500,14.233,8.031,0.7661,74.219,28.906,28.906,True
w_39,C_LLaVA_FLUX,479,19.376,8.091,0.8433,73.438,22.461,25.391,False
w_4,C_LLaVA_FLUX,500,11.469,9.936,0.7349,72.266,24.219,25.0,False
w_40,C_LLaVA_FLUX,500,16.381,8.343,0.7865,67.578,19.824,24.512,False
w_41,C_LLaVA_FLUX,500,22.311,5.062,0.7865,79.688,27.539,30.664,True
w_42,C_LLaVA_FLUX,500,8.277,9.79,0.6744,67.969,24.805,27.734,False
w_43,C_LLaVA_FLUX,500,18.425,11.436,0.7741,88.672,24.902,27.148,False
w_44,C_LLaVA_FLUX,500,17.827,10.99,0.7029,72.266,21.777,24.902,False
w_45,C_LLaVA_FLUX,500,12.877,10.856,0.7182,57.031,27.148,28.711,True
w_46,C_LLaVA_FLUX,494,6.22,8.148,0.8433,78.906,24.121,24.609,False
w_47,C_LLaVA_FLUX,500,13.293,11.711,0.9037,74.609,24.512,25.781,False
w_48,C_LLaVA_FLUX,465,14.724,9.258,0.7453,68.359,22.363,25.0,False
w_49,C_LLaVA_FLUX,500,34.632,11.58,0.7246,73.047,25.0,29.688,True
w_5,C_LLaVA_FLUX,499,30.396,7.984,0.8092,73.047,23.242,26.562,False
w_50,C_LLaVA_FLUX,500,21.043,10.977,0.6911,79.688,22.656,24.609,False
w_51,C_LLaVA_FLUX,500,16.297,11.3,0.7955,65.234,20.801,25.0,False
